번호,등록번호,서명,저자,서명권차,총서명,저자기호,별치기호,분류기호,청구권차,복본기호,ISBN,딸림자료,출판사,출판년도,발행지,페이지,크기,가격,등록일
172,LHCGSL00172,미생.6,윤태호 지음,,,윤883ㅁ,,818,6,,9788950982423,,북이십일 더오리진,2019,,263 p,20 cm,18000,구매
173,LHCGSL00173,미생.7,윤태호 지음,,,윤883ㅁ,,818,7,,9788950982430,,북이십일 더오리진,2019,,265 p,20 cm,18000,구매
174,LHCGSL00174,미생.8,윤태호 지음,,,윤883ㅁ,,818,8,,9788950982447,,북이십일 더오리진,2019,,241 p,20 cm,18000,구매
175,LHCGSL00175,미생.9,윤태호 지음,,,윤883ㅁ,,818,9,,9788950982454,,북이십일 더오리진,2019,,251 p,20 cm,18000,구매
176,LHCGSL00176,미생.10,윤태호 지음,,,윤883ㅁ,,818,10,,9788950982478,,더오리진(북이십일),2019,,249 p,20 cm,18000,구매
177,LHCGSL00177,미생.11,윤태호 지음,,,윤883ㅁ,,818,11,,9788950982485,,더오리진(북이십일),2019,,237 p,20 cm,13800,구매
178,LHCGSL00178,미생.12,윤태호 지음,,,윤883ㅁ,,818,12,,9788950982492,,더오리진(북이십일),2019,,245 p,20 cm,13800,구매
179,LHCGSL00179,미생.13,윤태호 지음,,,윤883ㅁ,,818,13,,9788950982508,,더오리진(북이십일),2019,,308 p,20 cm,18000,구매
180,LHCGSL00180,미생.14,윤태호 지음,,,윤883ㅁ,,818,14,,9788950982515,,더오리진(북이십일),2019,,271 p,20 cm,18000,구매
181,LHCGSL00181,미움받을 용기,기시미 이치로,,,기58ㅁ,,189.2,,,9791168340770,,인플루엔셜,2022,,331 p,21 cm,15900,구매
182,LHCGSL00182,믿는 만큼 자라는 아이들,박혜란 지음,,,박94ㅁ,,598.104,,,9791190275026,,나무를심는사람들,2019,,264 p,21 cm,13800,구매
183,LHCGSL00183,바깥은 여름,김애란 지음,,,김63ㅂ,,813.7,,,9788954646079,,문학동네,2017,,269 p,20 cm,14500,구매
184,LHCGSL00184,바람을 길들인 풍차소년,윌리엄 캄쾀바,,,캄875ㅂ,,848,,,9788974834128,,서해문집,2009,,312 p,22 cm,11900,구매
185,LHCGSL00185,바람이 분다 당신이 좋다,이병률 [지음],,,이44ㅂ,,816.7,,,9788993928488,,달,2017,,[297] p,21 cm,15300,구매
186,LHCGSL00186,"(사회초년생, 직장인, 부모님들께 꼭! 들려주고 싶은)바보아저씨의 경제 이야기.1",바보아저씨 지음,,,바45ㅂ,,320.04,1,,9791189040468,,바른북스,2018,,276 p,23 cm,17000,구매
187,LHCGSL00187,"반 고흐, 영혼의 편지.2",빈센트 반 고흐 지음,,,고97ㅂ,,653.269,2,,9791190065511,,위즈덤하우스,2019,,275 p,22 cm,15000,구매
188,LHCGSL00188,반려동물과 이별한 사람을 위한 책,이학범 지음,,,이92ㅂ,,527.386,,,9791191393002,,포르체,2021,,264 p,21 cm,16000,구매
189,LHCGSL00189,밝은 밤,최은영 지음,,,최67ㅂ,,813.7,,,9788954681179,,문학동네,2021,,343 p,21 cm,15500,구매
190,LHCGSL00190,밤이 선생이다,황현산 지음,,,황94ㅂ,,814.7,,,9788954621496,,난다(문학동네),2013,,302 p,21 cm,13000,구매
191,LHCGSL00191,방구석 미술관,조원재 지음,,,조66ㅂ,,650.4,1,,9788968331862,,블랙피쉬(백도씨),2018,,343 p,21 cm,16800,구매
192,LHCGSL00192,방구석 미술관.2,조원재 지음,,,조66ㅂ,,650.4,2,,9788968332845,,블랙피쉬(백도씨),2020,,424 p,21 cm,18500,구매
193,LHCGSL00193,백년의 고독.1,가브리엘 가르시아 마르케스 지음,,,세14ㅁ,,808,34,,9788937460340,,민음사,2011,,298 p,23 cm,10000,구매
194,LHCGSL00194,백년의 고독.2,가브리엘 가르시아 마르케스 지음,,,세14ㅁ,,808,35,,9788937460357,,민음사,2011,,331 p,23 cm,10000,구매
195,LHCGSL00195,벼랑 끝에 혼자 서라,안겸지 지음,,,안14ㅂ,,325.2113,,,9791155322055,,라온북,2015,,235 p,22 cm,13800,구매
196,LHCGSL00196,변신,프란츠 카프카 지음,,,카897ㅂ,,853,,,9788954600200,,문학동네,2011,,137 p,19x22 cm,11000,구매
197,LHCGSL00197,변신·시골의사,프란츠 카프카 지음,,,세14ㅁ,,808,4,,9788937460043,,민음사,2011,,252 p,23 cm,8500,구매
198,LHCGSL00198,변신이야기.1,오비디우스 지음,,,세14ㅁ,,808,1,,9788937460012,,민음사,2010,,379 p,23 cm,11000,구매
199,LHCGSL00199,변신이야기.2,오비디우스 지음,,,세14ㅁ,,808,2,,9788937460029,,민음사,2010,,344 p,23 cm,11000,구매
200,LHCGSL00200,별일 아닌 것들로 별일이 됐던 어느 밤,민경희 지음,,,민14ㅂ,,818,,,9791188345052,,자화상(프로젝트A),2017,,248 p,18 cm,13800,구매
201,LHCGSL00201,봄에 나는 없었다,애거사 크리스티 지음,,,크298ㅂ,,843.5,,,9788954686648,,포레,2022,,300 p,20 cm,15000,구매
202,LHCGSL00202,불안,알랭 드 보통 지음,,,보885ㅂ,,332.6,,,9788956605593,,은행나무,2011,,368 p,21 cm,15000,구매
203,LHCGSL00203,불편한 편의점,김호연 지음,,,김95ㅂ,,813.7,1,,9791161571188,,나무옆의자,2021,,267 p,20 cm,14000,구매
204,LHCGSL00204,불편한 편의점.2,김호연 지음,,,김95ㅂ,,813.7,2,,9791161571379,,나무옆의자,2022,,320 p,20 cm,14000,구매
205,LHCGSL00205,(비전공자를 위한 이해할 수 있는)IT 지식,최원영 지음,,,최66ㅇ,,004,,,9791196918033,,티더블유아이지,2020,,238 p,23 cm,16800,구매
206,LHCGSL00206,(빅터 프랭클의)죽음의 수용소에서,빅터 프랭클 지음,,,프293ㅈ,,186.5,,,9788936811532,,청아,2020,,224 p,22 cm,13000,구매
207,LHCGSL00207,빌헬름 마이스터의 수업시대.1,요한 볼프강 폰 괴테 지음,,,세14ㅁ,,808,23,,9788937460234,,민음사,2018,,548 p,23 cm,15000,구매
208,LHCGSL00208,빌헬름 마이스터의 수업시대.2,요한 볼프강 폰 괴테 지음,,,세14ㅁ,,808,24,,9788937460241,,민음사,1999,,446 p,23 cm,14000,구매
209,LHCGSL00209,사랑의 기술,에리히 프롬 지음,,,프295ㅅ,,181.71,,,9788931011623,,문예,2019,,232 p,20 cm,16000,구매
210,LHCGSL00210,산의 노래,신유미 [지음],,,신66ㅅ,아,813.8,,,9788956183992,,반달(킨더랜드),2022,,48 p,25 cm,15000,구매
211,LHCGSL00211,살아온 기적 살아갈 기적,장영희 지음,,,장64ㅅ,,814.7,,,9788946421011,,샘터,2019,,239 p,20 cm,13800,구매
212,LHCGSL00212,삶의 한가운데,루이제 린저 지음,,,세14ㅁ,,808,28,,9788937460289,,민음사,2010,,382 p,23 cm,13000,구매
213,LHCGSL00213,삼미 슈퍼스타즈의 마지막 팬클럽,박민규 지음,,,박38ㅅ,,813.7,,,9791160404517,,한겨레신문사,2020,,324 p,23 cm,13800,구매
214,LHCGSL00214,상상력과 창의력 쑥쑥 어린이 요리책,박새봄 지음,,,박53ㅅ,아,594.62,,,9788958761785,,꽃숨(느림보),2014,,131 p,24 cm,14500,구매
215,LHCGSL00215,생각정리기획력,복주환 지음,,,복76ㅅ,,325.26,,,9791193000205,,천그루숲,2023,,248 p,23 cm,17000,구매
216,LHCGSL00216,그리스 신화,토머스 볼핀치 글,,,서66ㅎ,아,808,1,,9788954874502,,한국헤르만헤세,2015,,223 p,22 cm,4600,구매
217,LHCGSL00217,"일리아드, 오디세이",호메로스 글,,,서66ㅎ,아,808,2,,9788954874519,,한국헤르만헤세,2015,,223 p,22 cm,4600,구매
218,LHCGSL00218,이솝 이야기,이솝 글,,,서66ㅎ,아,808,3,,9788954874526,,한국헤르만헤세,2015,,251 p,22 cm,4600,구매
219,LHCGSL00219,"안티고네, 메데이아 외",소포클레스,,,서66ㅎ,아,808,4,,9788954874533,,한국헤르만헤세,2015,,207 p,22 cm,4600,구매
220,LHCGSL00220,플루타르크 영웅전,플루타르코스 글,,,서66ㅎ,아,808,5,,9788954874540,,한국헤르만헤세,2015,,203 p,22 cm,4600,구매
221,LHCGSL00221,아이네이스,베르길리우스 글,,,서66ㅎ,아,808,6,,9788954874557,,한국헤르만헤세,2015,,195 p,22 cm,4600,구매
222,LHCGSL00222,신곡,단테 글,,,서66ㅎ,아,808,7,,9788954874564,,한국헤르만헤세,2015,,195 p,22 cm,4600,구매
223,LHCGSL00223,데카메론,보카치오 글,,,서66ㅎ,아,808,8,,9788954874571,,한국헤르만헤세,2015,,211 p,22 cm,4600,구매
224,LHCGSL00224,젊은 베르테르의 슬픔,요한 볼프강 폰 괴테 글,,,서66ㅎ,아,808,9,,9788954874588,,한국헤르만헤세,2015,,199 p,22 cm,4600,구매
225,LHCGSL00225,빌헬름 텔,프리드리히 폰 실러 글,,,서66ㅎ,아,808,10,,9788954874595,,한국헤르만헤세,2015,,219 p,22 cm,4600,구매
226,LHCGSL00226,도적 떼,프리드리히 폰 실러 글,,,서66ㅎ,아,808,11,,9788954874601,,한국헤르만헤세,2015,,199 p,22 cm,4600,구매
227,LHCGSL00227,푸른 꽃,노발리스 글,,,서66ㅎ,아,808,12,,9788954874618,,한국헤르만헤세,2015,,203 p,22 cm,4600,구매
228,LHCGSL00228,파우스트,요한 볼프강 폰 괴테 글,,,서66ㅎ,아,808,13,,9788954874625,,한국헤르만헤세,2015,,199 p,22 cm,4600,구매
229,LHCGSL00229,수레바퀴 아래서,헤르만 헤세 글,,,서66ㅎ,아,808,14,,9788954874632,,한국헤르만헤세,2015,,203 p,22 cm,4600,구매
230,LHCGSL00230,변신,프란츠 카프카 글,,,서66ㅎ,아,808,15,,9788954874656,,한국헤르만헤세,2015,,211 p,22 cm,4600,구매
231,LHCGSL00231,데미안,헤르만 헤세 글,,,서66ㅎ,아,808,16,,9788954874663,,한국헤르만헤세,2015,,199 p,22 cm,4600,구매
232,LHCGSL00232,말테의 수기,라이너 마리아 릴케 글,,,서66ㅎ,아,808,17,,9788954874670,,한국헤르만헤세,2015,,171 p,22 cm,4600,구매
233,LHCGSL00233,마의 산,토마스 만 글,,,서66ㅎ,아,808,18,,9788954874687,,한국헤르만헤세,2015,,219 p,22 cm,4600,구매
234,LHCGSL00234,성,프란츠 카프카 글,,,서66ㅎ,아,808,19,,9788954874694,,한국헤르만헤세,2015,,239 p,22 cm,4600,구매
235,LHCGSL00235,서푼짜리 오페라,브레히트 글,,,서66ㅎ,아,808,20,,9788954874700,,한국헤르만헤세,2015,,143 p,22 cm,4600,구매
236,LHCGSL00236,안네의 일기,안네 프랑크 글,,,서66ㅎ,아,808,21,,9788954874717,,한국헤르만헤세,2015,,211 p,22 cm,4600,구매
237,LHCGSL00237,가르강튀아와 팡타그뤼엘,프랑수아 라블레 글,,,서66ㅎ,아,808,22,,9788954874724,,한국헤르만헤세,2015,,211 p,22 cm,4600,구매
238,LHCGSL00238,수상록,몽테뉴 글,,,서66ㅎ,아,808,23,,9788954874731,,한국헤르만헤세,2015,,195 p,22 cm,4600,구매
239,LHCGSL00239,타르튀프,몰리에르 글,,,서66ㅎ,아,808,24,,9788954874748,,한국헤르만헤세,2015,,131 p,22 cm,4600,구매
240,LHCGSL00240,페드르,장 라신 글,,,서66ㅎ,아,808,25,,9788954874755,,한국헤르만헤세,2015,,p,22 cm,4600,구매
241,LHCGSL00241,캉디드,볼테르 글,,,서66ㅎ,아,808,26,,9788954874762,,한국헤르만헤세,2015,,195 p,22 cm,4600,구매
242,LHCGSL00242,적과 흑,스팅달 글,,,서66ㅎ,아,808,27,,9788954874779,,한국헤르만헤세,2015,,211 p,22 cm,4600,구매
243,LHCGSL00243,잃어버린 환상,오노레 드 발자크 글,,,서66ㅎ,아,808,28,,9788954874786,,한국헤르만헤세,2015,,215 p,22 cm,4600,구매
244,LHCGSL00244,노트르담의 꼽추,빅토르 위고 글,,,서66ㅎ,아,808,29,,9788954874793,,한국헤르만헤세,2015,,199 p,22 cm,4600,구매
245,LHCGSL00245,고리오 영감,오노레 드 발자크 글,,,서66ㅎ,아,808,30,,9788954874809,,한국헤르만헤세,2015,,235 p,22 cm,4600,구매
246,LHCGSL00246,삼총사,알렉상드르 뒤마 글,,,서66ㅎ,아,808,31,,9788954874816,,한국헤르만헤세,2015,,239 p,22 cm,4600,구매
247,LHCGSL00247,몬테크리스토 백작,알렉상드르 뒤마 글,,,서66ㅎ,아,808,32,,9788954874823,,한국헤르만헤세,2015,,227 p,22 cm,4600,구매
248,LHCGSL00248,보바리 부인,귀스타브 플로베르 글,,,서66ㅎ,아,808,33,,9788954874830,,한국헤르만헤세,2015,,211 p,22 cm,4600,구매
249,LHCGSL00249,레 미제라블,빅토르 위고 글,,,서66ㅎ,아,808,34,,9788954874847,,한국헤르만헤세,2015,,219 p,22 cm,4600,구매
250,LHCGSL00250,도데 단편선,알퐁스 도데 글,,,서66ㅎ,아,808,35,,9788954874854,,한국헤르만헤세,2015,,211 p,22 cm,4600,구매
251,LHCGSL00251,해저 2만 리,쥘 베른 글,,,서66ㅎ,아,808,36,,9788954874861,,한국헤르만헤세,2015,,211 p,22 cm,4600,구매
252,LHCGSL00252,80일간의 세계 일주,쥘 베른 글,,,서66ㅎ,아,808,37,,9788954874878,,한국헤르만헤세,2015,,199 p,22 cm,4600,구매
253,LHCGSL00253,여자의 일생,기 드 모파상 글,,,서66ㅎ,아,808,38,,9788954874885,,한국헤르만헤세,2015,,203 p,22 cm,4600,구매
254,LHCGSL00254,좁은 문,앙드레 지드 글,,,서66ㅎ,아,808,39,,9788954874892,,한국헤르만헤세,2015,,195 p,22 cm,4600,구매
255,LHCGSL00255,오페라의 유령,가스통 르루 글,,,서66ㅎ,아,808,40,,9788954874908,,한국헤르만헤세,2015,,215 p,22 cm,4600,구매
256,LHCGSL00256,장 크리스토,로맹 롤랑 글,,,서66ㅎ,아,808,41,,9788954874915,,한국헤르만헤세,2015,,203 p,22 cm,4600,구매
257,LHCGSL00257,잃어버린 시간을 찾아서,마르셀 프루스트 글,,,서66ㅎ,아,808,42,,9788954874922,,한국헤르만헤세,2015,,199 p,22 cm,4600,구매
258,LHCGSL00258,인간의 대지,앙투안 드 생텍쥐페리 글,,,서66ㅎ,아,808,43,,9788954874939,,한국헤르만헤세,2015,,195 p,22 cm,4600,구매
259,LHCGSL00259,페스트,알베르 카뮈 글,,,서66ㅎ,아,808,44,,9788954874946,,한국헤르만헤세,2015,,203 p,22 cm,4600,구매
260,LHCGSL00260,대위의 딸,알렉산드르 푸시킨 글,,,서66ㅎ,아,808,45,,9788954874953,,한국헤르만헤세,2015,,207 p,22 cm,4600,구매
261,LHCGSL00261,아버지와 아들,이반 투르게네프 글,,,서66ㅎ,아,808,46,,9788954874960,,한국헤르만헤세,2015,,199 p,22 cm,4600,구매
262,LHCGSL00262,죄와 벌,표도르 도스토옙스키 글,,,서66ㅎ,아,808,47,,9788954874977,,한국헤르만헤세,2015,,211 p,22 cm,4600,구매
263,LHCGSL00263,카라마조프가의 형제들,표도르 도스토옙스키 글,,,서66ㅎ,아,808,48,,9788954874984,,한국헤르만헤세,2015,,223 p,22 cm,4600,구매
264,LHCGSL00264,톨스토이 단편선,레프 톨스토이 글,,,서66ㅎ,아,808,49,,9788954874991,,한국헤르만헤세,2015,,215 p,22 cm,4600,구매
265,LHCGSL00265,안나 카레니나,레프 톨스토이 글,,,서66ㅎ,아,808,50,,9788954875004,,한국헤르만헤세,2015,,207 p,22 cm,4600,구매
266,LHCGSL00266,체호프 단편선,안톤 체호프 글,,,서66ㅎ,아,808,51,,9788954875011,,한국헤르만헤세,2015,,219 p,22 cm,4600,구매
267,LHCGSL00267,어머니,막심 고리키 글,,,서66ㅎ,아,808,52,,9788954875028,,한국헤르만헤세,2015,,207 p,22 cm,4600,구매
268,LHCGSL00268,의사 지바고,보리스 파스테르나크 글,,,서66ㅎ,아,808,53,,9788954875035,,한국헤르만헤세,2015,,211 p,22 cm,4600,구매
269,LHCGSL00269,셰익스피어 비극,윌리엄 셰익스피어 글,,,서66ㅎ,아,808,54,,9788954875042,,한국헤르만헤세,2015,,203 p,22 cm,4600,구매
270,LHCGSL00270,셰익스피어 희극,윌리엄 셰익스피어 글,,,서66ㅎ,아,808,55,,9788954875059,,한국헤르만헤세,2015,,195 p,22 cm,4600,구매
271,LHCGSL00271,로빈슨 크루소,대니얼 디포 글,,,서66ㅎ,아,808,56,,9788954875066,,한국헤르만헤세,2015,,219 p,22 cm,4600,구매
272,LHCGSL00272,걸리버 여행기,조너선 스위프트 글,,,서66ㅎ,아,808,57,,9788954875073,,한국헤르만헤세,2015,,191 p,22 cm,4600,구매
273,LHCGSL00273,오만과 편견,제인 오스틴 글,,,서66ㅎ,아,808,58,,9788954875080,,한국헤르만헤세,2015,,207 p,22 cm,4600,구매
274,LHCGSL00274,올리버 트위스트,찰스 디킨스 글,,,서66ㅎ,아,808,59,,9788954875097,,한국헤르만헤세,2015,,219 p,22 cm,4600,구매
275,LHCGSL00275,제인 에어,샬럿 브론테 글,,,서66ㅎ,아,808,60,,9788954875103,,한국헤르만헤세,2015,,211 p,22 cm,4600,구매
276,LHCGSL00276,폭풍의 언덕,에밀리 브론테 글,,,서66ㅎ,아,808,61,,9788954875110,,한국헤르만헤세,2015,,227 p,22 cm,4600,구매
277,LHCGSL00277,위대한 유산,찰스 디킨스 글,,,서66ㅎ,아,808,62,,9788954875127,,한국헤르만헤세,2015,,211 p,22 cm,4600,구매
278,LHCGSL00278,보물섬,로버트 루이스 스티븐슨 글,,,서66ㅎ,아,808,63,,9788954875134,,한국헤르만헤세,[2016],,231 p,22 cm,4600,구매
279,LHCGSL00279,테스,토머스 하디 글,,,서66ㅎ,아,808,64,,9788954875141,,한국헤르만헤세,2015,,195 p,22 cm,4600,구매
280,LHCGSL00280,정글 북,러디어드 키플링 글,,,서66ㅎ,아,808,65,,9788954875158,,한국헤르만헤세,2015,,227 p,22 cm,4600,구매
281,LHCGSL00281,인간의 굴레,서머싯 몸 글,,,서66ㅎ,아,808,66,,9788954875165,,한국헤르만헤세,2015,,219 p,22 cm,4600,구매
282,LHCGSL00282,달과 6펜스,서머싯 몸 글,,,서66ㅎ,아,808,67,,9788954875172,,한국헤르만헤세,2015,,231 p,22 cm,4600,구매
283,LHCGSL00283,동물 농장,조지 오웰 글,,,서66ㅎ,아,808,68,,9788954875189,,한국헤르만헤세,2015,,155 p,22 cm,4600,구매
284,LHCGSL00284,아서 왕과 원탁의 기사,토머스 불핀치 글,,,서66ㅎ,아,808,69,,9788954875196,,한국헤르만헤세,2015,,219 p,22 cm,4600,구매
285,LHCGSL00285,로빈 후드,하워드 파일 글,,,서66ㅎ,아,808,70,,9788954875202,,한국헤르만헤세,2015,,215 p,22 cm,4600,구매
286,LHCGSL00286,모히칸 족의 최후,제임스 페니모어 쿠퍼 글,,,서66ㅎ,아,808,71,,9788954875219,,한국헤르만헤세,2015,,207 p,22 cm,4600,구매
287,LHCGSL00287,주홍 글씨,너대니얼 호손 글,,,서66ㅎ,아,808,72,,9788954875226,,한국헤르만헤세,2015,,203 p,22 cm,4600,구매
288,LHCGSL00288,모비 딕,허먼 멜빌 글,,,서66ㅎ,아,808,73,,9788954875233,,한국헤르만헤세,2015,,207 p,22 cm,4600,구매
289,LHCGSL00289,엉클 톰스 캐빈,해리엇 비처 스토 글,,,서66ㅎ,아,808,74,,9788954875240,,한국헤르만헤세,2015,,211 p,22 cm,4600,구매
290,LHCGSL00290,작은 아씨들,루이자 메이 올컷 글,,,서66ㅎ,아,808,75,,9788954875257,,한국헤르만헤세,2015,,235 p,22 cm,4600,구매
291,LHCGSL00291,왕자와 거지,마크 트웨인 글,,,서66ㅎ,아,808,76,,9788954875264,,한국헤르만헤세,2015,,207 p,22 cm,4600,구매
292,LHCGSL00292,허클베리 핀의 모험,마크 트웨인 글,,,서66ㅎ,아,808,77,,9788954875271,,한국헤르만헤세,2015,,203 p,22 cm,4600,구매
293,LHCGSL00293,여인의 초상,헨리 제임스 글,,,서66ㅎ,아,808,78,,9788954875288,,한국헤르만헤세,2015,,203 p,22 cm,4600,구매
294,LHCGSL00294,오 헨리 단편선,오 헨리 글,,,서66ㅎ,아,808,79,,9788954875295,,한국헤르만헤세,2015,,207 p,22 cm,4600,구매
295,LHCGSL00295,위대한 개츠비,프랜시스 스콧 피츠제럴드 글,,,서66ㅎ,아,808,80,,9788954875301,,한국헤르만헤세,2015,,223 p,22 cm,4600,구매
296,LHCGSL00296,대지,펄 벅 글,,,서66ㅎ,아,808,81,,9788954875318,,한국헤르만헤세,2015,,207 p,22 cm,4600,구매
297,LHCGSL00297,무기여 잘 있거라,어니스트 헤밍웨이 글,,,서66ㅎ,아,808,82,,9788954875325,,한국헤르만헤세,2015,,235 p,22 cm,4600,구매
298,LHCGSL00298,바람과 함께 사라지다,마거릿 미첼 글,,,서66ㅎ,아,808,83,,9788954875332,,한국헤르만헤세,2015,,191 p,22 cm,4600,구매
299,LHCGSL00299,분노의 포도,존 스타인벡 글,,,서66ㅎ,아,808,84,,9788954875349,,한국헤르만헤세,2015,,243 p,22 cm,4600,구매
300,LHCGSL00300,호밀밭의 파수꾼,제롬 데이비드 샐린저 글,,,서66ㅎ,아,808,85,,9788954875356,,한국헤르만헤세,2015,,219 p,22 cm,4600,구매
301,LHCGSL00301,노인과 바다,어니스트 헤밍웨이 글,,,서66ㅎ,아,808,86,,9788954875363,,한국헤르만헤세,2015,,195 p,22 cm,4600,구매
302,LHCGSL00302,돈키호테,미겔 데 세르반테스 글,,,서66ㅎ,아,808,87,,9788954875387,,한국헤르만헤세,2015,,219 p,22 cm,4600,구매
303,LHCGSL00303,알프스 소녀 하이디,요하나 슈피리 글,,,서66ㅎ,아,808,88,,9788954875394,,한국헤르만헤세,2015,,223 p,22 cm,4600,구매
304,LHCGSL00304,인형의 집,헨리크 입센 글,,,서66ㅎ,아,808,89,,9788954875400,,한국헤르만헤세,2015,,163 p,22 cm,4600,구매
305,LHCGSL00305,도리언 그레이의 초상,오스카 와일드 글,,,서66ㅎ,아,808,90,,9788954875417,,한국헤르만헤세,2015,,243 p,22 cm,4600,구매
306,LHCGSL00306,젊은 예술가의 초상,제임스 조이스 글,,,서66ㅎ,아,808,91,,9788954875424,,한국헤르만헤세,2015,,231 p,22 cm,12000,구매
307,LHCGSL00307,쿠오바디스,헨리크 시엔키에비치 글,,,서66ㅎ,아,808,92,,9788954875431,,한국헤르만헤세,2015,,223 p,22 cm,4600,구매
308,LHCGSL00308,빨간 머리 앤,루시 모드 몽고메리 글,,,서66ㅎ,아,808,93,,9788954875448,,한국헤르만헤세,2015,,243 p,22 cm,4600,구매
309,LHCGSL00309,아Q정전,루쉰 글,,,서66ㅎ,아,808,94,,9788954875455,,한국헤르만헤세,2015,,179 p,22 cm,4600,구매
